[07:59:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=08:00:00
[08:00:05] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[08:00:05] ⏰ [自动任务] 开始执行任务: 1774712054103
[08:00:05] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 08:00:00, target_date=2026-03-31
[14:05:13] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:05:19] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:05:21] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:05:27] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:05:28] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:05:33] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:05:34] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:05:40] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:05:41] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:05:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:05:49] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:05:55] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:05:56] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:01] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:02] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:08] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:09] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:15] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:22] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:23] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:29] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:31] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:38] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:44] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:45] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:51] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:06:52] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:06:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:12] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:13] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:18] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:20] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:25] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:26] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:31] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:33] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:39] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:40] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:46] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:48] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:07:54] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:07:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:01] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:02] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:07] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:09] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:14] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:15] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:21] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:22] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:28] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:30] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:36] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:37] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:43] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:45] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:50] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:51] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:08:56] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:08:58] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:03] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:04] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:10] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:11] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:17] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:19] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:25] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:26] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:32] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:33] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:39] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:41] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:46] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:47] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:09:53] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:09:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:01] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:02] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:07] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:08] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:15] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:20] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:21] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:27] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:32] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:34] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:40] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:41] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:49] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:10:54] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:10:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:01] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:02] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:08] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:10] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:15] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:16] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:22] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:24] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:29] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:30] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:36] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:38] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:44] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:45] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:51] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:11:52] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:11:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:14] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:20] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:21] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:28] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:34] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:40] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:42] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:48] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:12:54] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:12:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:01] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:03] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:10] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:16] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:22] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:24] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:30] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:31] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:38] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:43] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:45] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:50] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:51] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:13:57] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:13:59] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:14:05] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:14:06] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:14:11] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:14:12] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:14:18] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:14:20] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:14:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[14:14:27] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[14:14:32] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
